,Negativity,Sentences
23020,1,oh had like the most amazing weekend sunshine amp part white wine now it back to the rehearsal regime nice
23021,0,midday and a half time for lunch
23022,0,awake and almost recovered from my brother's wedding at the weekend
23023,0,wondering why random people are following me ive only been to houston im in sydney now babe
23024,0,you charmer do you like football too
23025,0,doe anyone out there want to be really awesome and buy me one of these for my birthday
23026,0,pretty fun way to write a resignation
23027,1,i cant it get pissy if i unplug it when it not finished hahaha
23028,0,and so another week begin this one ha got to be better than the last
23029,0,aw you level up haha but just try to manage your money
23030,0,nice wedding ring shiny
23031,0,ok just woke up and need to get ready before a day of getting twitterena submitted
23032,1,i miss daddy and mommy
23033,0,i would soooooo be a cop if it weren't for two thing i could drive i wasn't so unfit
23034,0,going offline buhbye twit
23035,0,hi everybody i'm having my lunch break at work and enjoying a nice cup of coffee
23036,0,miss ko na nga kayo hope we can have the shoot soon joover
23037,1,pfft i dont have the gut you tell him and say it a fundraiser like pfft
23038,0,ohh right but it turned her curve into a right angle i just like her better curvey thanks for letting me know though
23039,0,yes sir see here
23040,0,sweet dream to you too babe mwah
23041,0,haha yeah i think it's a bit of both
23042,1,it's pm sun is setting soon and i should be setting off soon too grab some dinner and catch sitcom
23043,0,perhaps it is all those background apps
23044,0,hehe just found the wikipedia page for the movie and last fm confirms it thank you
23045,0,wow you're car's awesome have fun with alex
23046,0,drove to work with my vespa through the pouring rain the rain overall wa keeping me dry
23047,0,morrrning time for school time to learn
23048,0,just visited your site hope that helped
23049,1,listening to am teddy picker she saw it and she grabbed it and it wasn't what it seemed
23050,1,but i am one in a million
23051,0,great day training and having fun
23052,0,finally x men origin wolverine arrived time to play the game like a mad man and then it's time for the review patrick
23053,0,thanks glad you agree wth my follow or not policy
23054,0,is playing uno
23055,0,happy star war day im going to make some pasta get showered and dressed and then watch some film i like day off i have day off
23056,0,yeeeeah i am so much better off i think
23057,0,thanks am trying keeping my chin up ouch
23058,0,another great song to sing along with
23059,0,yep to you buddy long time no talk hows thing and i see your cat still like sinking fang into your ankle lol
23060,1,hey tom have your plan to make an concert in denmark this year please reply xxx
23061,0,wikileaks geht wieder super wikileaks online
23062,0,good morning
23063,0,my wack friend are all raiding my kitchen rene my love bound for badluck and debbie my psycho korean friend lt
23064,0,excited double bio today i don't have a straightener and my hair look horrendous at the moment wtf am i supposed to do
23065,0,my birthday is in day
23066,0,great album lucky to have this on vinyl
23067,0,oh my nothing like a rabid racoon to get the adrenaline going in the morning better than a cup of coffee
23068,1,msn ing no school shouldn't there be more bank holiday x
23069,1,flo can spell antidisestablishmentarianism off the top of her head wait i just did
23070,0,nghe lbq va tap the duc fb
23071,0,oh oh going shopping with my best friend today yaay going to be so much fun need to get alot of new clothes
23072,1,why are you eating at am after party munchies guess that mean no more denny's
23073,0,yummm very nicee
23074,0,lol read me like a book
23075,1,wasn't all bad celtic won but yeah hope the redsox do better good morning btw
23076,0,it's on again right now aah i love demi lovato
23077,0,yes my ubook lenovo t finally arrived
23078,0,just day left for the offf in oeiras portugal see you there
23079,0,yah lo cuma gini gini aja mad heheheh update aja terus statusmuuu
23080,0,say new layout back to default plurk theme yay pero dumugo ilong ko kaka tweak sa font ha
23081,0,i have tea amp have just found a picture of the big snail from the walk yesterday
23082,0,she must be a were wookiee then
23083,1,for the record madina lake played your song third at least your enjoyed the audition though
23084,0,i meann look at what i just found lol
23085,1,mqm ha opted to strike may th altaf bhai to unveil what really happened in karachi
23086,1,apparently it's starwars day today i like this shame i have revision though
23087,0,ok looking forward to that
23088,0,how in heckitty did i forget that one
23089,0,good to see you hear a well andy
23090,0,bank holiday brunch with all the fixin's absolutely fantastic
23091,0,what i just copyed some other chick reply and wrote it a my own
23092,0,aye now i want cheesecake
23093,0,i'm mo nudge you again better watch out
23094,1,nugget bit jack i told him not to poke the poor hamster
23095,0,i already did
23096,0,glad you got there safe amp saw your daughter enjoy your time there
23097,0,our jazz band freakin' kicked arse good job team
23098,0,i think tania is too cute too nice i love her lt
23099,0,morning to you too joe
23100,0,exploring twitter's world me
23101,0,rain one more reason to stay snuggled beneath the duvet
23102,1,rcb trash mumbai indian i feel bad for mumbai indian they just didn't know what hit him
23103,0,green day are the bomb xx
23104,0,i fell for austin taura hanafiah even morreee shoott a guy shouldn't look that yumm hahaha
23105,0,may the th be with you hahahaha that'll neverrr get old
23106,0,here are some that other tweeple recommend to me www audiomicro com
23107,1,back from a wonderful vacation had perfect weather and now back to the rainy 'burgh and reality
23108,0,merci mon ami
23109,0,i'm back on long island today after spending the weekend in manchester vt hope you have a great week ahead
23110,1,try again minna i edited quickly sorry
23111,0,cheer up buttercup rain will go away and heart always mend i can actually bet on that
23112,0,congratulation you two are so well suited have a lovely day x
23113,0,carolina won yeah
23114,0,happy star war day everyone
23115,0,i'm trying to get myself moving this morning
23116,1,another lazy day i supposee
23117,1,bank holiday in the uk it's raining typical uk bank holiday weather if it dry later i'll get the chainsaw out for the tree
23118,0,aloha jaisey im so excited supernatural is back on our tv tonight it a jensen fest tonite
23119,0,yepp do you like dylan or cole better
23120,0,just got home and counting the day till friday
23121,1,go to bed mister u need your beauty sleep
23122,0,im really excited cant wait
23123,0,is going to relax and chill out tonight back to work tomorrow after a week off least i had a fun time with the girlfriend
23124,0,thanks for agreeing with me
23125,0,laze about it's the bank holiday law
23126,0,thank you i will have a look
23127,0,yay i am not the only eurovision fan on twitter eurovision
23128,0,ooo how i love a bank holiday x
